"Country","Year","Gini"
"Finland",1991,33.7
"Finland",1992,19.7
"Finland",1992,25
"Finland",1992,41.9
"Finland",1993,20.9
"Finland",1993,26.1
"Finland",1993,45.3
"Finland",1994,26.1
"Finland",1994,20.9
"Finland",1994,46.1
"Finland",1995,26.8
"Finland",1995,21.8
"Finland",1995,24.1
"Finland",1995,21.7
"Finland",1995,46
"Finland",1995,23.6
"Finland",1995,47.9
"Finland",1996,22.1
"Finland",1996,46.4
"Finland",1996,22
"Finland",1996,27.4
"Finland",1997,46.9
"Finland",1997,22
"Finland",1997,28.5
"Finland",1997,23.5
"Finland",1998,22
"Finland",1998,24.6
"Finland",1998,29.5
"Finland",1998,46.7
"Finland",1999,30.6
"Finland",1999,24
"Finland",1999,47.2
"Finland",1999,25.9
"Finland",2000,26.5
"Finland",2000,47.8
"Finland",2000,47.2
"Finland",2000,26.9
"Finland",2000,27.1
"Finland",2000,24.7
"Finland",2000,24
"Finland",2000,24
"Finland",2000,31.2
"Finland",2001,30.4
"Finland",2001,27
"Finland",2001,24
"Finland",2001,25.6
"Finland",2001,46.6
"Finland",2002,30.2
"Finland",2002,25.5
"Finland",2002,46.2
"Finland",2002,26
"Finland",2002,26
"Finland",2003,26
"Finland",2003,26
"Finland",2003,30.3
"Finland",2003,46.4
"Finland",2003,25.8
"Finland",2004,48.3
"Finland",2004,25.4
"Finland",2004,25.7
"Finland",2004,25.5
"Finland",2004,25
"Finland",2005,26
"Finland",2005,26
"Finland",2006,25.9
"Finland",2006,26
"Finland",2007,26.4
"Finland",2007,26.2
"Finland",2008,25.9
"Finland",2008,26.3
"Finland",2008,46.7
"Finland",2009,25.5
"Finland",2009,25.9
"Finland",2009,47.5
"Finland",2010,26.1
"Finland",2010,26
"Finland",2010,25.4
"Finland",2010,47.9
"Finland",2011,25.8
"France",1956,48
"France",1962,52
"France",1962,52
"France",1962,50
"France",1962,49
"France",1965,47
"France",1970,44
"France",1970,39.8
"France",1970,34
"France",1970,41.4
"France",1975,38.4
"France",1975,43
"France",1975,34
"France",1975,32
"France",1979,32.9
"France",1979,40.3
"France",1979,36.4
"France",1979,30
"France",1981,31.6
"France",1984,37.2
"France",1984,29
"France",1984,47
"France",1984,29.5
"France",1984,37.6
"France",1989,32.7
"France",1990,28
"France",1994,32.4
"France",1995,29
"France",1996,27.7
"France",1996,47.3
"France",1996,29
"France",1997,27
"France",1997,27.8
"France",1997,29
"France",1998,27.6
"France",1998,28
"France",1999,29
"France",1999,27
"France",1999,28.4
"France",2000,28.7
"France",2000,28
"France",2000,28
"France",2000,49
"France",2001,27
"France",2001,28.7
"France",2001,27
"France",2002,27
"France",2002,28.4
"France",2002,27
"France",2003,27
"France",2003,28.2
"France",2003,27
"France",2004,28
"France",2004,28.2
"France",2004,28.3
"France",2004,28
"France",2005,48.5
"France",2005,28.8
"France",2005,28
"France",2005,27.7
"France",2005,28
"France",2006,29.3
"France",2006,27.3
"France",2006,27
"France",2007,29.2
"France",2007,26.6
"France",2008,29.3
"France",2008,29.8
"France",2008,48.3
"France",2009,29.3
"France",2009,49.3
"France",2009,29.9
"France",2010,30.3
"France",2010,50.5
"France",2010,29.8
"France",2011,30.8
"Gabon",1960,64
"Gabon",1960,69
"Gabon",1960,58.4
"Gabon",1960,58
"Gabon",1968,64.4
"Gabon",1968,61.4
"Gabon",1968,56
"Gabon",1975,59.3
"Gabon",1975,26.5
"Gabon",1975,50.4
"Gabon",1977,52.6
"Gabon",1977,63
"Gabon",1977,30.3
"Gabon",1977,63.2
"Gabon",1994,44.1
"Gabon",2005,41.5
"Gambia",1992,39
"Gambia",1992,47.8
"Gambia",1992,48.1
"Gambia",1992,67.2
"Gambia",1993,60.9
"Gambia",1993,67.2
"Gambia",1994,69.2
"Gambia",1994,59.4
"Gambia",1998,47.5
"Gambia",1998,50.2
"Gambia",2003,47.3
"Georgia",1981,24.8
"Georgia",1986,26.7
"Georgia",1988,31.3
"Georgia",1989,28
"Georgia",1989,27.7
"Georgia",1989,30.1
"Georgia",1989,29.2
"Georgia",1990,29.1
"Georgia",1992,36.9
"Georgia",1993,40
"Georgia",1996,37.1
"Georgia",1997,53.3
"Georgia",1997,49.8
"Georgia",1997,36.3
"Georgia",1998,50.3
"Georgia",1999,41.1
"Georgia",2000,41.1
"Georgia",2001,36.9
"Georgia",2001,45.8
"Georgia",2002,45.4
"Georgia",2003,40.4
"Georgia",2005,40.8
"Georgia",2005,41
"Georgia",2006,40
"Georgia",2007,41
"Georgia",2008,41
"Georgia",2009,42
"Georgia",2010,43
"Georgia",2011,42
"Georgia",2012,41
"Germany",1936,49
"Germany",1950,45
"Germany",1950,39.6
"Germany",1955,51
"Germany",1955,38.4
"Germany",1960,38
"Germany",1960,49
"Germany",1962,32.1
"Germany",1962,42.3
"Germany",1964,38
"Germany",1964,23.9
"Germany",1964,47
"Germany",1964,45
"Germany",1967,19.9
"Germany",1968,38.6
"Germany",1968,38.7
"Germany",1969,31.5
"Germany",1969,33.4
"Germany",1970,39.4
"Germany",1970,20.4
"Germany",1970,39.2
"Germany",1973,37
"Germany",1973,30
"Germany",1973,32.3
"Germany",1973,30.3
"Germany",1973,25.4
"Germany",1973,38.3
"Germany",1973,32.8
"Germany",1974,32
"Germany",1974,36.5
"Germany",1975,36.6
"Germany",1978,26.9
"Germany",1978,25.4
"Germany",1978,36
"Germany",1978,28.8
"Germany",1978,28.1
"Germany",1978,33.6
"Germany",1978,36.4
"Germany",1980,36.6
"Germany",1981,28.1
"Germany",1983,25
"Germany",1983,25.5
"Germany",1983,33
"Germany",1983,33.9
"Germany",1983,27.4
"Germany",1984,30
"Germany",1984,30.1
"Germany",1984,25
"Germany",1984,42.8
"Germany",1984,29.9
"Germany",1984,28.9
"Germany",1984,33.4
"Germany",1985,26
"Germany",1985,35.2
"Germany",1985,30.1
"Germany",1985,43.9
"Germany",1985,25.1
"Germany",1986,28.9
"Germany",1987,25.2
"Germany",1987,28.6
"Germany",1988,28.9
"Germany",1988,33
"Germany",1989,29.4
"Germany",1989,29
"Germany",1989,29
"Germany",1990,42.9
"Germany",1990,25.6
"Germany",1990,26.7
"Germany",1990,29.8
"Germany",1990,26
"Germany",1990,18.5
"Germany",1991,19.8
"Germany",1991,26.3
"Germany",1991,29.7
"Germany",1992,20
"Germany",1992,26.4
"Germany",1992,30
"Germany",1992,26.3
"Germany",1992,30.8
"Germany",1992,21.3
"Germany",1993,30.5
"Germany",1993,27.4
"Germany",1993,21.6
"Germany",1993,22.4
"Germany",1993,26.2
"Germany",1993,30.8
"Germany",1993,30.4
"Germany",1993,36.6
"Germany",1994,30.3
"Germany",1994,30.3
"Germany",1994,24
"Germany",1994,26.8
"Germany",1994,30.6
"Germany",1994,31.1
"Germany",1995,24.2
"Germany",1995,26.6
"Germany",1995,45.9
"Germany",1995,31.1
"Germany",1995,31.9
"Germany",1995,29
"Germany",1996,23.6
"Germany",1996,31.3
"Germany",1996,30.5
"Germany",1996,26
"Germany",1996,27
"Germany",1997,30.4
"Germany",1997,25.9
"Germany",1997,32.9
"Germany",1997,29.9
"Germany",1997,25
"Germany",1997,31.2
"Germany",1997,24.3
"Germany",1998,24.1
"Germany",1998,30.7
"Germany",1998,25
"Germany",1998,25.9
"Germany",1998,29.8
"Germany",1999,25
"Germany",1999,24
"Germany",1999,25.9
"Germany",1999,30.8
"Germany",1999,29.9
"Germany",2000,23.3
"Germany",2000,29.2
"Germany",2000,29
"Germany",2000,25
"Germany",2000,26.4
"Germany",2000,25
"Germany",2000,47.1
"Germany",2000,29.9
"Germany",2000,30.7
"Germany",2001,24
"Germany",2001,31
"Germany",2001,30.1
"Germany",2001,25
"Germany",2001,25
"Germany",2001,27
"Germany",2002,29
"Germany",2002,32.6
"Germany",2002,28
"Germany",2002,31.7
"Germany",2002,25.1
"Germany",2003,25.7
"Germany",2003,32.1
"Germany",2003,31.4
"Germany",2003,28
"Germany",2003,28.2
"Germany",2004,31.1
"Germany",2004,28.5
"Germany",2004,49.9
"Germany",2004,27.8
"Germany",2004,28
"Germany",2004,31.7
"Germany",2004,26.1
"Germany",2005,29.7
"Germany",2005,26
"Germany",2005,26.1
"Germany",2006,27
"Germany",2006,29
"Germany",2006,26.8
"Germany",2007,30.4
"Germany",2007,28.8
"Germany",2007,29.5
"Germany",2008,49.4
"Germany",2008,30.2
"Germany",2008,28.7
"Germany",2009,49.3
"Germany",2009,28.8
"Germany",2009,29.1
"Germany",2010,28.6
"Germany",2010,28.6
"Germany",2010,49.2
"Germany",2010,29.3
"Germany",2011,29
"Ghana",1987,47.5
"Ghana",1987,35.4
"Ghana",1987,38.1
"Ghana",1988,35.4
"Ghana",1989,46.2
"Ghana",1989,36
"Ghana",1989,48.8
"Ghana",1992,33.9
"Ghana",1992,46.1
"Ghana",1992,35.2
"Ghana",1993,33.8
"Ghana",1997,32.7
"Ghana",1998,43.4
"Ghana",1999,40.8
"Ghana",2006,NA
"Greece",1957,38
"Greece",1958,38.1
"Greece",1959,42
"Greece",1960,41.1
"Greece",1961,43.6
"Greece",1962,43.9
"Greece",1962,44
"Greece",1963,43.2
"Greece",1964,43.9
"Greece",1965,44.1
"Greece",1966,45.8
"Greece",1967,46.3
"Greece",1968,43.8
"Greece",1969,43.2
"Greece",1970,45.3
"Greece",1971,44.9
"Greece",1974,41.3
"Greece",1974,35.1
"Greece",1981,33.3
"Greece",1981,36.8
"Greece",1986,34.5
"Greece",1988,37.7
"Greece",1988,35.2
"Greece",1993,32.7
"Greece",1994,34.5
"Greece",1995,35
"Greece",1996,34
"Greece",1997,35
"Greece",1998,35
"Greece",1999,34
"Greece",1999,35.4
"Greece",2000,33
"Greece",2000,33
"Greece",2001,33
"Greece",2001,33
"Greece",2003,34.7
"Greece",2003,35
"Greece",2004,33
"Greece",2004,46.5
"Greece",2004,33
"Greece",2004,32.7
"Greece",2004,33
"Greece",2005,34
"Greece",2005,33
"Greece",2005,33.2
"Greece",2005,47.1
"Greece",2006,34
"Greece",2006,34.3
"Greece",2006,33.9
"Greece",2006,50.2
"Greece",2007,31.8
"Greece",2007,33
"Greece",2007,34.3
"Greece",2007,49.8
"Greece",2008,49.8
"Greece",2008,33.4
"Greece",2008,32.9
"Greece",2009,33.1
"Greece",2009,50.3
"Greece",2009,33.1
"Greece",2010,33.3
"Greece",2010,32.9
"Greece",2010,33.7
"Greece",2010,52.2
"Greece",2011,33.5
"Guatemala",1948,47.6
"Guatemala",1966,30
"Guatemala",1979,49.7
"Guatemala",1979,40.7
"Guatemala",1987,57.9
"Guatemala",1987,58
"Guatemala",1987,55
"Guatemala",1987,52
"Guatemala",1987,56.9
"Guatemala",1989,55.6
"Guatemala",1989,53
"Guatemala",1989,54
"Guatemala",1989,59
"Guatemala",1989,59.5
"Guatemala",1998,47.6
"Guatemala",1998,54.8
"Guatemala",2000,59.8
"Guatemala",2000,52
"Guatemala",2000,NA
"Guatemala",2000,55.8
"Guatemala",2000,51.8
"Guatemala",2002,NA
"Guatemala",2002,56
"Guatemala",2003,53
"Guatemala",2003,NA
"Guatemala",2004,NA
"Guatemala",2004,51
"Guatemala",2006,49
"Guatemala",2006,53
"Guatemala",2006,NA
"Guinea",1991,48.6
"Guinea",1991,46.8
"Guinea",1991,68.5
"Guinea",1994,52.6
"Guinea",1994,40.3
"Guinea",1994,40.4
"Guinea",2003,40.3
"Guinea",2003,38.6
"Guinea",2007,39.4
"Guinea-Bissau",1991,56.1
"Guinea-Bissau",1993,47.8
"Guinea-Bissau",1994,40
"Guinea-Bissau",2002,35.5
"Guyana",1956,41.9
"Guyana",1992,50
"Guyana",1993,53.6
"Guyana",1993,52
"Guyana",1998,44.5
"Guyana",1999,43.2
"Guyana",2006,35
"Haiti",1987,51.5
"Haiti",2000,50.9
"Haiti",2001,NA
"Haiti",2001,58
"Honduras",1968,62
"Honduras",1968,50.1
"Honduras",1968,61.9
"Honduras",1968,56.6
"Honduras",1968,48.6
"Honduras",1968,40.7
"Honduras",1968,44.2
"Honduras",1968,61.2
"Honduras",1986,54.9
"Honduras",1989,59.1
"Honduras",1989,58.1
"Honduras",1989,56
"Honduras",1989,59
"Honduras",1989,50
"Honduras",1990,55.3
"Honduras",1990,57.8
"Honduras",1990,55.3
"Honduras",1990,49.4
"Honduras",1990,54
"Honduras",1991,NA
"Honduras",1991,50
"Honduras",1991,50
"Honduras",1992,54.5
"Honduras",1992,49
"Honduras",1992,54.9
"Honduras",1992,49
"Honduras",1992,NA
"Honduras",1993,NA
"Honduras",1993,54
"Honduras",1993,51
"Honduras",1994,NA
"Honduras",1994,53
"Honduras",1994,52.9
"Honduras",1995,53
"Honduras",1995,52.2
"Honduras",1995,55.5
"Honduras",1995,56.1
"Honduras",1995,57.8
"Honduras",1995,NA
"Honduras",1996,52.8
"Honduras",1996,53
"Honduras",1996,54
"Honduras",1996,NA
"Honduras",1997,53.1
"Honduras",1997,51
"Honduras",1997,59.1
"Honduras",1997,NA
"Honduras",1998,54
"Honduras",1998,NA
"Honduras",1998,58.8
"Honduras",1998,59.5
"Honduras",1998,52.1
"Honduras",1999,50.2
"Honduras",1999,55
"Honduras",1999,52
"Honduras",1999,58.4
"Honduras",1999,NA
"Honduras",1999,53.2
"Honduras",2001,52
"Honduras",2002,56
"Honduras",2003,56
"Honduras",2004,57
"Honduras",2005,58
"Honduras",2006,56
"Honduras",2007,54
"Honduras",2008,57
"Honduras",2009,54
"Honduras",2010,55
"Hong Kong",1957,47
"Hong Kong",1963,46.2
"Hong Kong",1966,49
"Hong Kong",1966,48.7
"Hong Kong",1966,46.7
"Hong Kong",1971,40.9
"Hong Kong",1971,43
"Hong Kong",1971,43.4
"Hong Kong",1971,43
"Hong Kong",1973,39.8
"Hong Kong",1976,43
"Hong Kong",1976,40.9
"Hong Kong",1980,37.3
"Hong Kong",1981,45.2
"Hong Kong",1981,45
"Hong Kong",1986,42
"Hong Kong",1991,45
"Hong Kong",1996,52
"Hong Kong",2001,47
"Hong Kong",2001,43.6
"Hong Kong",2001,52.5
"Hong Kong",2001,48.8
"Hong Kong",2001,51.5
"Hong Kong",2001,47.6
"Hong Kong",2006,47.5
"Hong Kong",2006,43.6
"Hong Kong",2006,47.7
"Hong Kong",2006,49
"Hong Kong",2006,52.1
"Hong Kong",2006,53.3
"Hong Kong",2011,47.5
"Hong Kong",2011,53.7
"Hong Kong",2011,47
"Hong Kong",2011,48.9
"Hong Kong",2011,43
"Hong Kong",2011,52.1
"Hungary",1955,23.3
"Hungary",1958,20.5
"Hungary",1962,27
"Hungary",1962,25.7
"Hungary",1964,20.9
"Hungary",1967,25.1
"Hungary",1967,22.7
"Hungary",1969,23.6
"Hungary",1969,24.4
"Hungary",1970,22.9
"Hungary",1972,22.6
"Hungary",1972,23.6
"Hungary",1974,22.1
"Hungary",1976,21.9
"Hungary",1977,21.4
"Hungary",1978,21.4
"Hungary",1980,20.7
"Hungary",1982,20.5
"Hungary",1982,20.9
"Hungary",1984,21.3
"Hungary",1986,22.1
"Hungary",1987,24.4
"Hungary",1987,21
"Hungary",1988,26.8
"Hungary",1989,23.3
"Hungary",1989,22.5
"Hungary",1989,26.9
"Hungary",1989,21.4
"Hungary",1989,29
"Hungary",1990,29.1
"Hungary",1990,29.3
"Hungary",1991,NA
"Hungary",1991,27.3
"Hungary",1991,49.1
"Hungary",1991,29.7
"Hungary",1991,20.9
"Hungary",1991,27.3
"Hungary",1991,29.4
"Hungary",1991,28.9
"Hungary",1991,20.5
"Hungary",1992,28.2
"Hungary",1992,30.4
"Hungary",1992,30.5
"Hungary",1992,32
"Hungary",1993,22.6
"Hungary",1993,23.1
"Hungary",1993,23.9
"Hungary",1993,29.9
"Hungary",1993,31.5
"Hungary",1993,28
"Hungary",1993,32
"Hungary",1994,33.4
"Hungary",1994,23.4
"Hungary",1994,29.9
"Hungary",1994,32.4
"Hungary",1995,29.4
"Hungary",1995,NA
"Hungary",1995,24.2
"Hungary",1996,29.4
"Hungary",1996,24.6
"Hungary",1997,28.2
"Hungary",1997,35
"Hungary",1997,25.4
"Hungary",1997,28.1
"Hungary",1997,29.5
"Hungary",1998,25.3
"Hungary",1998,25
"Hungary",1998,28.4
"Hungary",1999,30.2
"Hungary",1999,30.6
"Hungary",1999,25.3
"Hungary",1999,29.4
"Hungary",2000,NA
"Hungary",2000,25.9
"Hungary",2000,26
"Hungary",2000,29.3
"Hungary",2001,27.2
"Hungary",2001,38.6
"Hungary",2001,25
"Hungary",2002,26.7
"Hungary",2002,24
"Hungary",2003,27
"Hungary",2003,30.3
"Hungary",2003,26.8
"Hungary",2004,27.4
"Hungary",2005,28.9
"Hungary",2005,28
"Hungary",2005,27.9
"Hungary",2005,NA
"Hungary",2005,27.6
"Hungary",2005,29.1
"Hungary",2006,26.2
"Hungary",2006,33
"Hungary",2006,33.3
"Hungary",2007,27.2
"Hungary",2007,NA
"Hungary",2007,25.6
"Hungary",2008,25.2
"Hungary",2009,27.2
"Hungary",2009,NA
"Hungary",2009,24.7
"Hungary",2010,24.1
"Hungary",2011,26.8
"Iceland",2004,25.7
"Iceland",2004,36.5
"Iceland",2004,24.1
"Iceland",2004,24
"Iceland",2005,25.1
"Iceland",2005,26.9
"Iceland",2005,25
"Iceland",2005,37.3
"Iceland",2006,38.3
"Iceland",2006,26
"Iceland",2006,28.6
"Iceland",2006,26.3
"Iceland",2007,37.3
"Iceland",2007,28
"Iceland",2007,27.9
"Iceland",2008,27.3
"Iceland",2008,30.1
"Iceland",2008,38.2
"Iceland",2009,29.6
"Iceland",2009,26.6
"Iceland",2009,38.1
"Iceland",2010,39.3
"Iceland",2010,24.4
"Iceland",2010,25.7
"Iceland",2011,23.6
"India",1951,38.5
"India",1951,35.6
"India",1951,33
"India",1951,36.6
"India",1951,40
"India",1951,33.7
"India",1952,41
"India",1952,34.4
"India",1952,35.4
"India",1952,35.8
"India",1952,33.6
"India",1952,37.3
"India",1952,33.5
"India",1952,36.1
"India",1952,35.1
"India",1953,33.5
"India",1953,33.3
"India",1953,34.4
"India",1953,36.3
"India",1953,34.8
"India",1953,37.5
"India",1953,36.9
"India",1953,37.7
"India",1953,33.8
"India",1954,32.9
"India",1954,39
"India",1954,39.6
"India",1954,47.8
"India",1954,42.1
"India",1954,36.7
"India",1954,37
"India",1954,37.6
"India",1955,34.4
"India",1955,36.9
"India",1955,35
"India",1955,35.5
"India",1955,37.5
"India",1955,47.7
"India",1955,39.6
"India",1955,34.1
"India",1955,37
"India",1956,31.4
"India",1956,40.7
"India",1956,37.3
"India",1956,34.2
"India",1956,40.8
"India",1956,34.8
"India",1956,39.8
"India",1956,35.4
"India",1956,32.2
"India",1956,34.3
"India",1957,33.6
"India",1957,34.7
"India",1957,38.6
"India",1957,40.1
"India",1957,39.8
"India",1957,35.4
"India",1957,33
"India",1958,33.5
"India",1958,34.5
"India",1958,33.7
"India",1958,36.4
"India",1958,38.3
"India",1958,35
"India",1959,35.6
"India",1959,38.5
"India",1959,35.5
"India",1959,31.4
"India",1959,34.3
"India",1959,34.6
"India",1960,31.6
"India",1960,53
"India",1960,32.6
"India",1960,45.4
"India",1960,36.4
"India",1960,47.3
"India",1961,33.1
"India",1961,32.5
"India",1961,35.6
"India",1962,36.3
"India",1962,32.6
"India",1962,31.6
"India",1962,48.2
"India",1963,37
"India",1963,30.7
"India",1963,36.5
"India",1963,28.9
"India",1963,49.3
"India",1963,31.1
"India",1963,46.5
"India",1964,29.7
"India",1964,42.2
"India",1964,48
"India",1964,31
"India",1964,42.1
"India",1964,41.9
"India",1964,35.6
"India",1965,46.7
"India",1965,30.1
"India",1965,31.1
"India",1965,44.1
"India",1965,32.8
"India",1965,33.5
"India",1965,34.5
"India",1965,40.6
"India",1966,34.7
"India",1966,29.7
"India",1966,31.1
"India",1967,30.5
"India",1967,34.5
"India",1967,29.1
"India",1968,48.8
"India",1968,31.9
"India",1968,34.3
"India",1968,42.8
"India",1968,46.3
"India",1968,47.8
"India",1968,31
"India",1969,31.5
"India",1969,35.9
"India",1969,29.8
"India",1970,28.8
"India",1970,34.7
"India",1970,30.4
"India",1973,34.7
"India",1973,30.7
"India",1973,31.9
"India",1974,28.5
"India",1974,30.8
"India",1974,29.2
"India",1975,39
"India",1975,40.5
"India",1975,41.6
"India",1977,34.7
"India",1977,30.9
"India",1977,32.1
"India",1983,34.1
"India",1983,31.1
"India",1983,30.1
"India",1983,31.5
"India",1986,32.2
"India",1986,30.2
"India",1986,36.8
"India",1987,30.1
"India",1987,35.6
"India",1987,31.8
"India",1988,31.1
"India",1988,29.5
"India",1988,31.9
"India",1988,34.8
"India",1989,30.5
"India",1989,35.6
"India",1989,28.2
"India",1990,27.7
"India",1990,29.7
"India",1990,34
"India",1991,38
"India",1991,32.5
"India",1991,29.9
"India",1992,35.5
"India",1992,32
"India",1992,29.9
"India",1993,34.3
"India",1993,28.6
"India",1994,30.2
"India",1994,37.2
"India",1995,28.4
"India",1995,35.5
"India",1997,30.6
"India",1997,36.5
"India",1999,26.3
"India",1999,34.7
"India",1999,31.7
"India",2004,49.1
"India",2004,36.8
"India",2005,48
"India",2009,27.6
"India",2009,37.1
"India",2009,36.8
"Indonesia",1964,38.9
"Indonesia",1964,33.3
"Indonesia",1967,32.7
"Indonesia",1970,34.6
"Indonesia",1970,30.7
"Indonesia",1971,46.3
"Indonesia",1976,31
"Indonesia",1976,42.7
"Indonesia",1976,35
"Indonesia",1976,34.6
"Indonesia",1976,31.8
"Indonesia",1976,49
"Indonesia",1977,51
"Indonesia",1978,38
"Indonesia",1978,34
"Indonesia",1978,38.6
"Indonesia",1978,34.8
"Indonesia",1980,36
"Indonesia",1980,31.8
"Indonesia",1980,31
"Indonesia",1980,35.6
"Indonesia",1981,33.7
"Indonesia",1981,30.9
"Indonesia",1981,33
"Indonesia",1981,29
"Indonesia",1984,38.6
"Indonesia",1984,34
"Indonesia",1984,32.4
"Indonesia",1984,30.8
"Indonesia",1984,32
"Indonesia",1984,28
"Indonesia",1987,32
"Indonesia",1987,32
"Indonesia",1987,26
"Indonesia",1990,32
"Indonesia",1990,25
"Indonesia",1990,34
"Indonesia",1990,39.6
"Indonesia",1990,32.8
"Indonesia",1993,34
"Indonesia",1993,26
"Indonesia",1993,40.4
"Indonesia",1993,33.8
"Indonesia",1993,33
"Indonesia",1996,39.2
"Indonesia",1996,36
"Indonesia",1996,27
"Indonesia",1996,36
"Indonesia",1996,36.1
"Indonesia",1999,24
"Indonesia",1999,30.8
"Indonesia",1999,31
"Indonesia",1999,32
"Indonesia",2002,33
"Indonesia",2002,34.3
"Indonesia",2003,32
"Indonesia",2004,32
"Indonesia",2005,39.4
"Indonesia",2005,36
"Indonesia",2006,33
"Indonesia",2007,36
"Indonesia",2008,35
"Indonesia",2009,37
"Indonesia",2010,38
"Indonesia",2011,39
"Indonesia",2011,41
"Indonesia",2012,41
"Indonesia",2012,41
"Iran",1959,45.5
"Iran",1959,53.8
"Iran",1968,50.2
"Iran",1969,47.1
"Iran",1969,41.6
"Iran",1969,35.6
"Iran",1969,41.9
"Iran",1970,48.5
"Iran",1970,36.8
"Iran",1970,45.5
"Iran",1970,42.3
"Iran",1971,41.5
"Iran",1971,39
"Iran",1971,43.6
"Iran",1971,56.1
"Iran",1971,50.5
"Iran",1972,40.3
"Iran",1972,42.3
"Iran",1972,36.6
"Iran",1972,49.2
"Iran",1973,49.5
"Iran",1974,46
"Iran",1984,42.9
"Iran",1986,47.4
"Iran",1990,43.6
"Iran",1994,43
"Iran",1998,44.1
"Iran",1998,43
"Iran",2005,38.4
"Iran",2005,38.3
"Iraq",1956,60
"Iraq",1956,62.9
"Iraq",1956,56.8
"Iraq",2003,35.1
"Iraq",2004,41.5
"Iraq",2004,35.1
"Iraq",2007,30.9
"Ireland",1973,36.7
"Ireland",1973,38.7
"Ireland",1973,37.6
"Ireland",1973,30
"Ireland",1980,36
"Ireland",1980,36.7
"Ireland",1980,39.3
"Ireland",1987,40.3
"Ireland",1987,35.2
"Ireland",1987,50.3
"Ireland",1987,36.1
"Ireland",1987,33
"Ireland",1994,36.2
"Ireland",1994,36.9
"Ireland",1995,33
"Ireland",1995,37
"Ireland",1996,35.6
"Ireland",1996,33
"Ireland",1997,33
"Ireland",1998,34
"Ireland",1999,32
"Ireland",2000,30
"Ireland",2000,34.3
"Ireland",2000,30
"Ireland",2001,29
"Ireland",2001,29
"Ireland",2003,30.6
"Ireland",2003,31
"Ireland",2004,31.7
"Ireland",2004,32
"Ireland",2004,31.4
"Ireland",2004,50.4
"Ireland",2004,31.5
"Ireland",2005,31.5
"Ireland",2005,50.4
"Ireland",2005,31.9
"Ireland",2005,32
"Ireland",2006,31.4
"Ireland",2006,51.1
"Ireland",2006,32
"Ireland",2006,31.9
"Ireland",2007,29.9
"Ireland",2007,51
"Ireland",2007,29.7
"Ireland",2007,31.3
"Ireland",2008,53.7
"Ireland",2008,29.9
"Ireland",2008,29.3
"Ireland",2009,59.1
"Ireland",2009,28.8
"Ireland",2009,33.1
"Ireland",2010,33.2
"Ireland",2010,29.4
"Israel",1944,28.5
"Israel",1950,23.4
"Israel",1954,29.6
"Israel",1957,25.2
"Israel",1957,30
"Israel",1957,31.4
"Israel",1957,31.6
"Israel",1958,35.7
"Israel",1961,37.1
"Israel",1963,29.4
"Israel",1963,33.3
"Israel",1969,38.4
"Israel",1976,36.4
"Israel",1979,36.4
"Israel",1979,36.2
"Israel",1985,32.6
"Israel",1985,47.2
"Israel",1986,34.8
"Israel",1986,34.9
"Israel",1987,48.2
"Israel",1990,47.6
"Israel",1990,32.9
"Israel",1992,35.4
"Israel",1992,45.3
"Israel",1992,35.5
"Israel",1992,30.5
"Israel",1995,50.5
"Israel",1995,49.4
"Israel",1995,33.8
"Israel",1997,35.8
"Israel",1997,38.1
"Israel",2000,50.4
"Israel",2000,34.7
"Israel",2001,37.2
"Israel",2001,39
"Israel",2005,37.8
"Israel",2005,51.3
"Israel",2005,37
"Israel",2007,36.9
"Israel",2008,49.8
"Israel",2008,37.1
"Israel",2009,49.9
"Israel",2009,37.3
"Israel",2010,37.6
"Israel",2010,50.1
"Israel",2010,37.9
"Italy",1948,40
"Italy",1948,37.9
"Italy",1948,42
"Italy",1967,40
"Italy",1968,40
"Italy",1969,39.8
"Italy",1969,40
"Italy",1970,38
"Italy",1971,40
"Italy",1972,38
"Italy",1973,42
"Italy",1974,41
"Italy",1975,39
"Italy",1976,35
"Italy",1977,36
"Italy",1978,36
"Italy",1979,37
"Italy",1980,37
"Italy",1981,32
"Italy",1982,31
"Italy",1984,28.7
"Italy",1984,38.6
"Italy",1986,31.5
"Italy",1986,32.5
"Italy",1986,32.6
"Italy",1986,33
"Italy",1987,34.4
"Italy",1987,36
"Italy",1987,32.7
"Italy",1987,34
"Italy",1987,34.5
"Italy",1989,33.9
"Italy",1989,32.4
"Italy",1989,30
"Italy",1989,33.9
"Italy",1989,32.6
"Italy",1991,40.2
"Italy",1991,27.5
"Italy",1991,25.5
"Italy",1991,29.1
"Italy",1991,31.7
"Italy",1991,32.5
"Italy",1991,32.9
"Italy",1991,31.4
"Italy",1991,33
"Italy",1993,36.3
"Italy",1993,37
"Italy",1993,35.2
"Italy",1993,35.5
"Italy",1993,33.7
"Italy",1995,37
"Italy",1995,35.6
"Italy",1995,33.9
"Italy",1995,46.5
"Italy",1995,36.2
"Italy",1995,33
"Italy",1995,32.6
"Italy",1995,35.4
"Italy",1996,32
"Italy",1997,31
"Italy",1998,37.4
"Italy",1998,37.1
"Italy",1998,31
"Italy",1998,37.4
"Italy",1998,34.7
"Italy",1998,38
"Italy",1999,30
"Italy",2000,36
"Italy",2000,35.9
"Italy",2000,29
"Italy",2000,33.6
"Italy",2000,29
"Italy",2000,36.5
"Italy",2000,47.2
